2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998
7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015,7.5002881460492015
0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963,0.522096182577963
0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102,0.6153061544799102
0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091,0.431168091168091
0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814,0.2653003801110814
1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068,1.5352041029866068
