Province,County,minable_shallow_inventory,refractory_allocation,remaining_inventory_available_to_mining_for_SGA000t,remaining_inventory_available_to_mining_for_SGA_AA,remaining_inventory_available_to_mining_for_SGA_SiO2,remaining_inventory_available_to_mining_for_SGA_AS,extractable_to_SGA,working_stock_prior_to_AA_and_AS_de_rating000t,working_stock_prior_to_AA_and_AS_de_rating_AA,working_stock_prior_to_AA_and_AS_de_rating_AS,de_rated_Al2O3,de_rated_AS,de_rated_SiO2,province_county_000twstockprior,refractory_depletion_end_2009,refractory_depletion_end_2009_000t,SGA_depletion_end_2009,SGA_depletion_end_2009_000t,endowment_end_2009_prov_totals,geol_endowment_end_2009,endowment_end_2009_all,max_extr_inventory_end_2009_1,AA_end_2009_1,SiO2_end_2009_1,AS_end_2009_1,max_extr_inventory_end_2009_2,AA_end_2009_2,SiO2_end_2009_2,AS_end_2009_2,max_extr_inventory_end_2009_3,AA_end_2009_3,SiO2_end_2009_3,AS_end_2009_3,unallocated,check_sum,deposit,deep bauxite,Include Inventory in Allocations Further Processed?,correction_factor
Shanxi,Yuanping,39806.1,0.0,39806.1,0.5787768014010819,0.1280157175480311,4.52113859521919,0.7,27864.269999999997,0.5787768014010819,4.52113859521919,0.5520536764037947,3.616910876175352,0.15263126333584295,Shanxi-Yuanping-27864.269999999997,0.0,0.0,0.0,0.0,64243.2,,something,27864.269999999997,0.5520536764037947,0.15263126333584295,3.616910876175352,0.0,0.7,0.07777777777777778,9.0,27864.269999999997,0.5520536764037947,0.15263126333584295,3.616910876175352,27864.269999999997,0.0,,1172.0,Yes,1.0
Shanxi,Yangquan,111240.8,22248.160000000003,88992.64,0.594575865140405,0.12530160357319362,4.745157669056404,0.7,62294.848,0.594575865140405,4.745157669056404,0.5844387302914725,3.558868251792303,0.1642203894446331,Shanxi-Yangquan-62294.848,0.0,0.0,0.004605072037726086,286.8722626191968,166418.5277373808,,something,84256.1357373808,0.6148853508482311,0.141496554526613,4.345585324712498,22248.160000000003,0.7,0.07777777777777778,9.0,62007.9757373808,0.584346628850718,0.1643585416057649,3.555316463274227,0.0,0.4,,0.0,Yes,1.25
Shanxi,Yuanqu,0.0,0.0,0.0,,,,0.7,0.0,,,,,0.0,Shanxi-Yuanqu-0.0,0.0,0.0,0.0,0.0,,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.2,,0.0,Yes,1.1111111111111112
Shanxi,Zhongyang,7335.0,0.0,7335.0,0.6833,0.0829247572815534,8.24,0.7,5134.5,0.6833,8.24,0.624403495720199,4.7791999999999994,0.13065021252933526,Shanxi-Zhongyang-5134.5,0.0,0.0,0.0,0.0,27695.000000000004,,something,5134.5,0.624403495720199,0.13065021252933526,4.7791999999999994,0.0,0.7,0.07777777777777778,9.0,5134.5,0.624403495720199,0.13065021252933526,4.7791999999999994,5134.5,0.0,,0.0,Yes,1.0
Shanxi,Zuoquan,0.0,0.0,0.0,,,,0.7,0.0,,,,,0.0,Shanxi-Zuoquan-0.0,0.0,0.0,0.0,0.0,66764.9,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.0,,0.0,Yes,1.0
Shanxi,,,,,,,,,,,,,,,,,,,,3628160.4700000007,3626298.5085739098,,,,,,,,,,,,,,,,,0.0,NO,
Sichuan,Guangyuan,0.0,0.0,0.0,,,,0.7,0.0,,,,,0.0,Sichuan-Guangyuan-0.0,0.0,0.0,0.0,0.0,,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.0,,0.0,Yes,1.0
Sichuan,Lushan,14520.0,0.0,14520.0,0.55,0.11000000000000001,5.0,0.7,10164.0,0.55,5.0,0.5225,4.25,0.12294117647058822,Sichuan-Lushan-10164.0,0.0,0.0,0.0,0.0,87360.0,,something,10164.0,0.5225,0.12294117647058823,4.25,0.0,0.7,0.07777777777777778,9.0,10164.0,0.5225,0.12294117647058823,4.25,10164.0,0.0,,0.0,Yes,1.0
Sichuan,Miyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,NO,
Sichuan,Tianquan,4540.0,0.0,4540.0,0.59,0.17002881844380402,3.47,0.7,3178.0,0.59,3.47,0.5605,2.9495,0.19003220884895744,Sichuan-Tianquan-3178.0,0.0,0.0,0.0,0.0,4540.0,,something,3178.0,0.5605,0.19003220884895744,2.9495,0.0,0.7,0.07777777777777778,9.0,3178.0,0.5605,0.19003220884895744,2.9495,3178.0,0.0,,0.0,Yes,1.0
Sichuan,,,,,,,,,,,,,,,,,,,,135526.0,135526.0,,,,,,,,,,,,,,,,,0.0,NO,
Xinjiang,,,,,,,,,,,,,,,,,,,,553.2,553.2,,,,,,,,,,,,,,,,,0.0,NO,
Yunnan,Annin,5539.000000000001,0.0,5539.000000000001,0.594489907925618,0.10105798873414022,5.882661186633952,0.7,3877.3,0.594489907925618,5.882661186633952,0.564765412529337,4.706128949307162,0.1200063616217915,Yunnan-Annin-3877.3,0.0,0.0,0.0,0.0,5539.000000000001,,something,3877.3,0.564765412529337,0.1200063616217915,4.706128949307162,0.0,0.7,0.07777777777777778,9.0,3877.3,0.564765412529337,0.1200063616217915,4.706128949307162,3877.3,0.0,,0.0,Yes,1.0
Yunnan,Chengong,969.0,0.0,969.0,0.5389,0.09657706093189965,5.58,0.7,678.3,0.5389,5.58,0.511955,4.464,0.11468525985663082,Yunnan-Chengong-678.3,0.0,0.0,0.0,0.0,969.0,,something,678.3,0.511955,0.11468525985663082,4.464,0.0,0.7,0.07777777777777778,9.0,678.3,0.511955,0.11468525985663082,4.464,678.3,0.0,,0.0,Yes,1.0
Yunnan,Fumin,3344.0,0.0,3344.0,0.5641479066985651,0.10595113019415263,5.32460489722742,0.7,2340.7999999999997,0.5641479066985651,5.32460489722742,0.5359405113636367,4.259683917781937,0.1258169671055562,Yunnan-Fumin-2340.7999999999997,0.0,0.0,0.0,0.0,3344.0,,something,2340.7999999999997,0.5359405113636367,0.1258169671055562,4.259683917781937,0.0,0.7,0.07777777777777778,9.0,2340.7999999999997,0.5359405113636367,0.1258169671055562,4.259683917781937,2340.7999999999997,0.0,,0.0,Yes,1.0
Yunnan,Guangnan,8023.000000000002,0.0,8023.000000000002,0.5325,0.07304526748971192,7.290000000000001,0.7,5616.100000000001,0.5325,7.290000000000001,0.505875,5.832000000000001,0.0867412551440329,Yunnan-Guangnan-5616.100000000001,0.0,0.0,0.0,0.0,10137.0,,something,5616.100000000001,0.505875,0.0867412551440329,5.832000000000001,0.0,0.7,0.07777777777777778,9.0,5616.100000000001,0.505875,0.0867412551440329,5.832000000000001,5616.100000000001,0.0,,0.0,Yes,1.0
Yunnan,Gudu,3654.0000000000005,0.0,3654.0000000000005,0.58,0.14871794871794872,3.9,0.7,2557.8,0.58,3.9,0.5509999999999999,3.12,0.17660256410256409,Yunnan-Gudu-2557.8,0.0,0.0,0.0,0.0,3654.0000000000005,,something,2557.8,0.5509999999999999,0.17660256410256409,3.12,0.0,0.7,0.07777777777777778,9.0,2557.8,0.5509999999999999,0.17660256410256409,3.12,2557.8,0.0,,0.0,Yes,1.0
Yunnan,Heqing,239.0,0.0,239.0,0.5142,0.0985057471264368,5.219999999999999,0.7,167.29999999999998,0.5142,5.219999999999999,0.48849,4.175999999999999,0.11697557471264369,Yunnan-Heqing-167.29999999999998,0.0,0.0,0.0,0.0,239.0,,something,167.29999999999998,0.48849,0.11697557471264369,4.175999999999999,0.0,0.7,0.07777777777777778,9.0,167.29999999999998,0.48849,0.11697557471264369,4.175999999999999,167.29999999999998,0.0,,0.0,Yes,1.0
Yunnan,Hongta,147.0,0.0,147.0,0.6049,0.13442222222222222,4.5,0.7,102.89999999999999,0.6049,4.5,0.5746549999999999,3.6,0.15962638888888886,Yunnan-Hongta-102.89999999999999,0.0,0.0,0.0,0.0,147.0,,something,102.89999999999999,0.5746549999999999,0.15962638888888886,3.6,0.0,0.7,0.07777777777777778,9.0,102.89999999999999,0.5746549999999999,0.15962638888888886,3.6,102.89999999999999,0.0,,0.0,Yes,1.0
Yunnan,Jinnin,259.0,0.0,259.0,0.5242,0.16964401294498382,3.09,0.7,181.29999999999998,0.5242,3.09,0.49799,2.472,0.2014522653721683,Yunnan-Jinnin-181.29999999999998,0.0,0.0,0.0,0.0,259.0,,something,181.29999999999998,0.49799,0.2014522653721683,2.472,0.0,0.7,0.07777777777777778,9.0,181.29999999999998,0.49799,0.2014522653721683,2.472,181.29999999999998,0.0,,0.0,Yes,1.0
Yunnan,Ludian,0.0,0.0,0.0,,,,0.7,0.0,,,,,0.0,Yunnan-Ludian-0.0,0.0,0.0,0.0,0.0,20100.000000000004,,something,0.0,0.0,0.0,0.0,0.0,0.7,0.07777777777777778,9.0,0.0,,,0.0,0.0,0.0,,0.0,Yes,1.0
Yunnan,Malipo,1686.9,0.0,1686.9,0.5663,0.09329489291598023,6.07,0.7,1180.83,0.5663,6.07,0.4958889516789518,5.092855036855038,0.09736953989273084,Yunnan-Malipo-1180.83,0.0,0.0,0.0,0.0,3464.3000000000006,,something,1180.83,0.4958889516789518,0.09736953989273084,5.092855036855038,0.0,0.7,0.07777777777777778,9.0,1180.83,0.4958889516789518,0.09736953989273084,5.092855036855038,1180.83,0.0,,0.0,Yes,1.0
Yunnan,Songming,1141.0,0.0,1141.0,0.5787,0.11690909090909091,4.95,0.7,798.6999999999999,0.5787,4.95,0.549765,3.9600000000000004,0.13882954545454543,Yunnan-Songming-798.6999999999999,0.0,0.0,0.0,0.0,1141.0,,something,798.6999999999999,0.549765,0.13882954545454543,3.9600000000000004,0.0,0.7,0.07777777777777778,9.0,798.6999999999999,0.549765,0.13882954545454543,3.9600000000000004,798.6999999999999,0.0,,0.0,Yes,1.0
Yunnan,Wenshan,78143.3,0.0,78143.3,0.519891091142528,0.07714545725152666,6.73910181707089,0.7,54700.31,0.519891091142528,6.73910181707089,0.4949499999999996,5.404771719164145,0.09157648569041585,Yunnan-Wenshan-54700.31,0.0,0.0,0.0,0.0,82951.3,,something,54700.31,0.4949499999999996,0.09157648569041585,5.404771719164145,0.0,0.7,0.07777777777777778,9.0,54700.31,0.4949499999999996,0.09157648569041585,5.404771719164145,54700.31,0.0,,0.0,Yes,1.0
Yunnan,Xichou,34214.2,0.0,34214.2,0.572616468322376,0.08568259718895482,6.682996163848671,0.7,23949.939999999995,0.572616468322376,6.682996163848671,0.55115334436599,6.057574180932973,0.09098581839919005,Yunnan-Xichou-23949.939999999995,0.0,0.0,0.0,0.0,34214.2,,something,23949.939999999995,0.55115334436599,0.09098581839919005,6.057574180932973,0.0,0.7,0.07777777777777778,9.0,23949.939999999995,0.55115334436599,0.09098581839919005,6.057574180932973,23949.939999999995,0.0,,0.0,Yes,1.0
Yunnan,Xishan,1058.0,0.0,1058.0,0.6322400756143669,0.09879779331714132,6.399333976872071,0.7,740.5999999999999,0.6322400756143669,6.399333976872071,0.6006280718336485,5.119467181497657,0.11732237956410531,Yunnan-Xishan-740.5999999999999,0.0,0.0,0.0,0.0,1058.0,,something,740.5999999999999,0.6006280718336485,0.11732237956410531,5.119467181497657,0.0,0.7,0.07777777777777778,9.0,740.5999999999999,0.6006280718336485,0.11732237956410531,5.119467181497657,740.5999999999999,0.0,,0.0,Yes,1.0
Yunnan,Yanshan,5665.999999999999,0.0,5665.999999999999,0.6374,0.10785109983079526,5.91,0.7,3966.199999999999,0.6374,5.91,0.6055299999999999,4.728000000000001,0.12807318104906934,Yunnan-Yanshan-3966.199999999999,0.0,0.0,0.0,0.0,13931.000000000002,,something,3966.199999999999,0.6055299999999999,0.12807318104906934,4.728000000000001,0.0,0.7,0.07777777777777778,9.0,3966.199999999999,0.6055299999999999,0.12807318104906934,4.728000000000001,3966.199999999999,0.0,,0.0,Yes,1.0
Yunnan,,,,,,,,,,,,,,,,,,,,181147.80000000002,181147.80000000002,,,,,,,,,,,,,,,,,5494285.622,NO,
China Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,99000000.0,,,0.54,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.39,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.5,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.395,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.51,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.545,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.42,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.483,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.39,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.43,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,,,,,,,,99000000.0,,,0.46,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
